Number,Name,Type 1,Type 2,Total Stats,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Sprite URL,Is Mega Evolution
725,Litten,Fire,,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,False
726,Torracat,Fire,,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,False
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,False
728,Popplio,Water,,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,False
729,Brionne,Water,,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,False
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,False
731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,False
732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,False
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,False
734,Yungoos,Normal,,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,False
735,Gumshoos,Normal,,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,False
736,Grubbin,Bug,,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,False
737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,False
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,False
739,Crabrawler,Fighting,,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,False
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,False
741,Baile Style,Fire,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,True
741,Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,True
741,Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,True
741,Sensu Style,Ghost,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,True
742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,False
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,False
744,Rockruff,Rock,,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,False
744,Own Tempo Rockruff,Rock,,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,True
745,Midday Form,Rock,,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,True
745,Midnight Form,Rock,,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,True
745,Dusk Form,Rock,,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,True
746,Solo Form,Water,,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,True
746,School Form,Water,,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,True
747,Mareanie,Poison,Water,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,False
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,False
749,Mudbray,Ground,,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,False
750,Mudsdale,Ground,,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,False
751,Dewpider,Water,Bug,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,False
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,False
753,Fomantis,Grass,,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,False
754,Lurantis,Grass,,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,False
755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,False
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,False
757,Salandit,Poison,Fire,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,False
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,False
759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,False
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,False
761,Bounsweet,Grass,,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,False
762,Steenee,Grass,,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,False
763,Tsareena,Grass,,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,False
764,Comfey,Fairy,,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,False
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,False
766,Passimian,Fighting,,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,False
767,Wimpod,Bug,Water,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,False
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,False
769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,False
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,False
771,Pyukumuku,Water,,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,False
772,Type: Null,Normal,,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,False
773,Silvally,Normal,,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,False
774,Meteor Form,Rock,Flying,440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,True
774,Core Form,Rock,Flying,500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,True
775,Komala,Normal,,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,False
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,False
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,False
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,False
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,False
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,False
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,False
782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,False
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,False
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,False
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,False
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,False
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,False
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,False
789,Cosmog,Psychic,,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,False
790,Cosmoem,Psychic,,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,False
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,False
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,False
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,False
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,False
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,False
796,Xurkitree,Electric,,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,False
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,False
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,False
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,False
800,Necrozma,Psychic,,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,False
800,Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,True
800,Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,True
800,Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,True
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,False
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,False
803,Poipole,Poison,,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,False
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,False
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,False
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,False
807,Zeraora,Electric,,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,False
808,Meltan,Steel,,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,False
809,Melmetal,Steel,,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,False
810,Grookey,Grass,,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,False
811,Thwackey,Grass,,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,False
812,Rillaboom,Grass,,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,False
813,Scorbunny,Fire,,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,False
814,Raboot,Fire,,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,False
815,Cinderace,Fire,,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,False
816,Sobble,Water,,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,False
817,Drizzile,Water,,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,False
818,Inteleon,Water,,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,False
819,Skwovet,Normal,,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,False
820,Greedent,Normal,,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,False
821,Rookidee,Flying,,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,False
822,Corvisquire,Flying,,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,False
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,False
824,Blipbug,Bug,,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,False
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,False
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,False
827,Nickit,Dark,,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,False
828,Thievul,Dark,,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,False
829,Gossifleur,Grass,,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,False
830,Eldegoss,Grass,,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,False
831,Wooloo,Normal,,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,False
832,Dubwool,Normal,,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,False
833,Chewtle,Water,,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,False
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,False
835,Yamper,Electric,,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,False
836,Boltund,Electric,,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,False
837,Rolycoly,Rock,,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,False
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,False
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,False
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,False
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,False
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,False
843,Silicobra,Ground,,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,False
844,Sandaconda,Ground,,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,False
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,False
846,Arrokuda,Water,,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,False
847,Barraskewda,Water,,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,False
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,False
849,Amped Form,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png,True
849,Low Key Form,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png,True
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,False
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,False
852,Clobbopus,Fighting,,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,False
853,Grapploct,Fighting,,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,False
854,Sinistea,Ghost,,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,False
855,Polteageist,Ghost,,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,False
856,Hatenna,Psychic,,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,False
857,Hattrem,Psychic,,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,False
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,False
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,False
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,False
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,False
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,False
863,Perrserker,Steel,,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,False
864,Cursola,Ghost,,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,False
865,Sirfetch'd,Fighting,,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,False
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,False
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,False
868,Milcery,Fairy,,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,False
869,Alcremie,Fairy,,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,False
870,Falinks,Fighting,,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,False
871,Pincurchin,Electric,,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,False
872,Snom,Ice,Bug,185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,False
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,False
874,Stonjourner,Rock,,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,False
875,Ice Face,Ice,,470,75,80,110,65,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png,True
875,Noice Face,Ice,,470,75,80,70,65,50,130,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png,True
876,Male,Psychic,Normal,475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png,True
876,Female,Psychic,Normal,475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png,True
877,Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png,True
877,Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png,True
878,Cufant,Steel,,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,False
879,Copperajah,Steel,,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,False
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,False
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,False
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,False
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,False
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,False
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,False
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,False
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,False
888,Hero of Many Battles,Fairy,,660,92,120,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png,True
888,Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png,True
889,Hero of Many Battles,Fighting,,660,92,120,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png,True
889,Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png,True
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,False
890,Eternamax,Poison,Dragon,1125,255,115,250,125,250,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png,True
891,Kubfu,Fighting,,385,60,90,60,53,50,72,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,False
892,Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png,True
892,Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png,True
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png,False
894,Regieleki,Electric,,580,80,100,50,100,50,200,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png,False
895,Regidrago,Dragon,,580,200,100,50,100,50,80,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png,False
896,Glastrier,Ice,,580,100,145,130,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png,False
897,Spectrier,Ghost,,580,100,65,60,145,80,130,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png,False
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png,False
898,Ice Rider,Psychic,Ice,680,100,165,150,85,130,50,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png,True
898,Shadow Rider,Psychic,Ghost,680,100,85,80,165,100,150,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-shadow-rider.png,True
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png,False
900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png,False
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png,False
901,Bloodmoon,Ground,Normal,555,113,70,120,135,65,52,https://img.pokemondb.net/s.png,True
902,Male,Water,Ghost,530,120,112,65,80,75,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png,True
902,Female,Water,Ghost,530,120,92,65,100,75,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png,True
903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png,False
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png,False
905,Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png,True
905,Therian Forme,Fairy,Flying,580,74,115,110,135,100,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian.png,True
906,Sprigatito,Grass,,310,40,61,54,45,45,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png,False
907,Floragato,Grass,,410,61,80,63,60,63,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png,False
908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png,False
909,Fuecoco,Fire,,310,67,45,59,63,40,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png,False
910,Crocalor,Fire,,411,81,55,78,90,58,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png,False
911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png,False
912,Quaxly,Water,,310,55,65,45,50,45,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png,False
913,Quaxwell,Water,,410,70,85,65,65,60,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png,False
914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png,False
915,Lechonk,Normal,,254,54,45,40,35,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png,False
916,Male,Normal,,489,110,100,75,59,80,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png,True
